InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
116279,P1002,USB Keyboard,4,2024-02-24,25.5,11827,United Kingdom,102.0
116280,P1003,Laptop Stand,1,2023-06-11,35.0,10317,UAE,35.0
116280,P1002,USB Keyboard,2,2023-11-26,25.5,11149,Germany,51.0
116281,P1006,Bluetooth Speaker,4,2023-12-23,55.0,10520,United Kingdom,220.0
116282,P1003,Laptop Stand,5,2024-11-23,35.0,10533,UAE,175.0
116282,P1002,USB Keyboard,1,2023-03-08,25.5,11749,France,25.5
116283,P1009,USB-C Hub,1,2024-11-03,45.0,11945,Netherlands,45.0
116284,P1008,External SSD 1TB,3,2023-09-03,140.0,10833,UAE,420.0
116284,P1005,HD Webcam,4,2023-08-30,65.0,11463,Singapore,260.0
116284,P1009,USB-C Hub,2,2023-11-18,45.0,11390,Singapore,90.0
116285,P1005,HD Webcam,3,2024-09-09,65.0,10754,India,195.0
116285,P1005,HD Webcam,1,2023-11-06,65.0,11925,USA,65.0
116286,P1004,Noise Cancelling Headphones,3,2023-07-16,120.0,10013,France,360.0
116286,P1003,Laptop Stand,5,2024-05-20,35.0,11688,Germany,175.0
116287,P1010,Ergonomic Chair Cushion,4,2023-10-23,30.0,11967,UAE,120.0
116287,P1009,USB-C Hub,2,2023-04-20,45.0,10729,Germany,90.0
116288,P1004,Noise Cancelling Headphones,2,2024-10-11,120.0,11008,India,240.0
116289,P1007,Gaming Mousepad,1,2023-01-14,18.75,10892,Germany,18.75
116290,P1005,HD Webcam,3,2023-05-05,65.0,11146,India,195.0
116290,P1007,Gaming Mousepad,2,2023-02-20,18.75,10850,Germany,37.5
116291,P1008,External SSD 1TB,2,2023-05-02,140.0,11063,UAE,280.0
116291,P1008,External SSD 1TB,5,2024-04-26,140.0,10801,United Kingdom,700.0
116292,P1010,Ergonomic Chair Cushion,5,2024-06-17,30.0,11029,Singapore,150.0
116292,P1006,Bluetooth Speaker,1,2024-07-01,55.0,10001,USA,55.0
116292,P1005,HD Webcam,3,2023-08-26,65.0,10887,France,195.0
116293,P1002,USB Keyboard,5,2024-06-16,25.5,11363,India,127.5
116293,P1008,External SSD 1TB,3,2024-02-19,140.0,11412,Netherlands,420.0
116293,P1005,HD Webcam,1,2024-04-21,65.0,10240,UAE,65.0
116294,P1008,External SSD 1TB,4,2024-10-07,140.0,11626,UAE,560.0
116294,P1006,Bluetooth Speaker,1,2023-12-02,55.0,11550,France,55.0
116294,P1008,External SSD 1TB,4,2023-05-16,140.0,10355,UAE,560.0
116294,P1001,Wireless Mouse,5,2023-03-03,15.99,11288,Netherlands,79.95
116295,P1009,USB-C Hub,2,2023-04-25,45.0,10857,Singapore,90.0
116295,P1009,USB-C Hub,1,2023-07-27,45.0,11158,Singapore,45.0
116295,P1003,Laptop Stand,3,2023-02-04,35.0,10152,France,105.0
116296,P1005,HD Webcam,3,2024-05-23,65.0,11060,India,195.0
116296,P1007,Gaming Mousepad,4,2024-04-13,18.75,10667,Germany,75.0
116296,P1008,External SSD 1TB,3,2024-08-08,140.0,11708,Singapore,420.0
116297,P1007,Gaming Mousepad,5,2023-11-16,18.75,11664,United Kingdom,93.75
116297,P1003,Laptop Stand,4,2023-08-04,35.0,11475,UAE,140.0
116297,P1007,Gaming Mousepad,2,2024-08-05,18.75,11317,Germany,37.5
116298,P1001,Wireless Mouse,1,2024-10-05,15.99,10996,Germany,15.99
116299,P1005,HD Webcam,4,2023-04-15,65.0,11581,Singapore,260.0
116299,P1009,USB-C Hub,5,2024-06-11,45.0,10091,USA,225.0
116299,P1002,USB Keyboard,4,2023-09-26,25.5,10522,France,102.0
116300,P1003,Laptop Stand,5,2023-08-15,35.0,10791,Singapore,175.0
116300,P1009,USB-C Hub,4,2024-11-20,45.0,11264,India,180.0
116300,P1003,Laptop Stand,4,2023-11-19,35.0,11760,Netherlands,140.0
116301,P1008,External SSD 1TB,2,2024-02-20,140.0,11545,Netherlands,280.0
116301,P1006,Bluetooth Speaker,4,2024-05-29,55.0,10844,India,220.0
116302,P1007,Gaming Mousepad,5,2023-12-18,18.75,11537,France,93.75
116303,P1005,HD Webcam,4,2023-04-05,65.0,10755,United Kingdom,260.0
116303,P1010,Ergonomic Chair Cushion,3,2024-07-03,30.0,11697,USA,90.0
116303,P1007,Gaming Mousepad,2,2023-07-14,18.75,11011,United Kingdom,37.5
116303,P1010,Ergonomic Chair Cushion,5,2024-05-08,30.0,11992,Singapore,150.0
116304,P1010,Ergonomic Chair Cushion,1,2023-10-22,30.0,10256,USA,30.0
116304,P1003,Laptop Stand,4,2023-07-04,35.0,10881,Netherlands,140.0
116304,P1005,HD Webcam,5,2024-07-20,65.0,11698,India,325.0
116304,P1006,Bluetooth Speaker,3,2024-06-11,55.0,11219,India,165.0
116305,P1009,USB-C Hub,4,2024-01-23,45.0,11079,UAE,180.0
116305,P1004,Noise Cancelling Headphones,3,2023-08-19,120.0,10376,Germany,360.0
116305,P1008,External SSD 1TB,4,2023-10-29,140.0,11818,Singapore,560.0
116306,P1008,External SSD 1TB,4,2024-09-26,140.0,11116,India,560.0
116306,P1010,Ergonomic Chair Cushion,1,2024-03-01,30.0,10257,Netherlands,30.0
116306,P1006,Bluetooth Speaker,1,2024-03-03,55.0,10258,India,55.0
116306,P1008,External SSD 1TB,3,2023-03-13,140.0,10309,Singapore,420.0
116307,P1005,HD Webcam,2,2023-10-29,65.0,10017,France,130.0
116307,P1001,Wireless Mouse,4,2023-09-09,15.99,10466,Germany,63.96
116307,P1004,Noise Cancelling Headphones,1,2023-07-23,120.0,11289,Singapore,120.0
116307,P1006,Bluetooth Speaker,2,2024-04-15,55.0,11110,Netherlands,110.0
116308,P1009,USB-C Hub,3,2023-01-02,45.0,10874,Netherlands,135.0
116308,P1004,Noise Cancelling Headphones,5,2024-12-09,120.0,11199,UAE,600.0
116308,P1006,Bluetooth Speaker,1,2023-12-03,55.0,10915,Germany,55.0
116308,P1010,Ergonomic Chair Cushion,4,2023-07-10,30.0,10668,France,120.0
116309,P1005,HD Webcam,1,2024-10-12,65.0,10772,India,65.0
116309,P1009,USB-C Hub,4,2023-09-09,45.0,10638,USA,180.0
116309,P1010,Ergonomic Chair Cushion,1,2024-10-19,30.0,11515,Singapore,30.0
116310,P1006,Bluetooth Speaker,3,2023-06-26,55.0,11003,Netherlands,165.0
116310,P1003,Laptop Stand,3,2024-12-28,35.0,11396,United Kingdom,105.0
116310,P1002,USB Keyboard,3,2024-12-24,25.5,11903,France,76.5
116310,P1003,Laptop Stand,3,2023-05-22,35.0,10540,Netherlands,105.0
116311,P1006,Bluetooth Speaker,3,2024-09-20,55.0,10237,India,165.0
116311,P1010,Ergonomic Chair Cushion,4,2024-08-15,30.0,11267,Germany,120.0
116311,P1008,External SSD 1TB,4,2023-01-25,140.0,10715,Netherlands,560.0
116312,P1008,External SSD 1TB,5,2024-02-04,140.0,11906,USA,700.0
116312,P1005,HD Webcam,3,2023-10-22,65.0,11804,Germany,195.0
116313,P1001,Wireless Mouse,2,2024-04-13,15.99,10856,Netherlands,31.98
116313,P1001,Wireless Mouse,4,2023-01-30,15.99,10127,UAE,63.96
116314,P1007,Gaming Mousepad,4,2023-10-04,18.75,10790,UAE,75.0
116314,P1002,USB Keyboard,5,2023-03-13,25.5,10733,USA,127.5
116314,P1004,Noise Cancelling Headphones,4,2024-11-13,120.0,10612,UAE,480.0
116314,P1010,Ergonomic Chair Cushion,1,2023-08-09,30.0,10853,United Kingdom,30.0
116315,P1005,HD Webcam,4,2023-08-11,65.0,11014,France,260.0
116315,P1008,External SSD 1TB,1,2023-07-08,140.0,10300,UAE,140.0
116316,P1010,Ergonomic Chair Cushion,5,2023-08-21,30.0,10101,Germany,150.0
116316,P1009,USB-C Hub,1,2024-09-07,45.0,10709,United Kingdom,45.0
116316,P1001,Wireless Mouse,2,2024-02-07,15.99,11904,Germany,31.98
116317,P1009,USB-C Hub,4,2024-06-15,45.0,11536,Singapore,180.0
116317,P1005,HD Webcam,2,2024-03-06,65.0,11029,United Kingdom,130.0
116318,P1004,Noise Cancelling Headphones,3,2023-10-07,120.0,11240,United Kingdom,360.0
116318,P1010,Ergonomic Chair Cushion,5,2024-07-29,30.0,10201,Netherlands,150.0
116318,P1005,HD Webcam,5,2023-12-26,65.0,11132,India,325.0
116318,P1009,USB-C Hub,4,2023-03-06,45.0,10170,United Kingdom,180.0
116319,P1008,External SSD 1TB,4,2023-11-23,140.0,11096,India,560.0
116319,P1010,Ergonomic Chair Cushion,5,2023-10-08,30.0,11617,Germany,150.0
116319,P1005,HD Webcam,4,2024-11-27,65.0,10816,UAE,260.0
116320,P1010,Ergonomic Chair Cushion,1,2023-08-21,30.0,10374,Germany,30.0
116321,P1005,HD Webcam,1,2023-03-14,65.0,10740,France,65.0
116321,P1001,Wireless Mouse,1,2024-01-18,15.99,11183,Germany,15.99
116321,P1009,USB-C Hub,5,2024-03-20,45.0,11140,Singapore,225.0
116322,P1003,Laptop Stand,5,2024-04-30,35.0,10431,UAE,175.0
116322,P1001,Wireless Mouse,2,2024-04-27,15.99,11721,India,31.98
116323,P1005,HD Webcam,3,2024-11-17,65.0,11825,India,195.0
116324,P1010,Ergonomic Chair Cushion,4,2024-04-06,30.0,11644,UAE,120.0
116324,P1003,Laptop Stand,5,2024-08-13,35.0,10456,Netherlands,175.0
116324,P1006,Bluetooth Speaker,2,2024-12-25,55.0,11955,India,110.0
116325,P1007,Gaming Mousepad,3,2023-12-27,18.75,10434,United Kingdom,56.25
116326,P1004,Noise Cancelling Headphones,1,2024-01-23,120.0,11530,USA,120.0
116327,P1004,Noise Cancelling Headphones,4,2024-05-09,120.0,11987,United Kingdom,480.0
116328,P1002,USB Keyboard,5,2023-11-17,25.5,10818,USA,127.5
116328,P1002,USB Keyboard,2,2024-05-23,25.5,11758,USA,51.0
116328,P1007,Gaming Mousepad,1,2024-12-19,18.75,10214,France,18.75
116329,P1005,HD Webcam,3,2024-02-18,65.0,10261,USA,195.0
116329,P1005,HD Webcam,2,2024-04-27,65.0,11864,Netherlands,130.0
116330,P1002,USB Keyboard,3,2023-01-02,25.5,11492,Singapore,76.5
116330,P1007,Gaming Mousepad,5,2023-09-19,18.75,11630,Singapore,93.75
116330,P1002,USB Keyboard,2,2024-08-01,25.5,10300,India,51.0
116331,P1005,HD Webcam,4,2024-04-16,65.0,10487,India,260.0
116331,P1005,HD Webcam,1,2024-08-04,65.0,10166,United Kingdom,65.0
116332,P1003,Laptop Stand,2,2024-10-04,35.0,10728,UAE,70.0
116332,P1002,USB Keyboard,5,2023-10-20,25.5,10402,India,127.5
116332,P1003,Laptop Stand,5,2023-07-01,35.0,11745,UAE,175.0
116333,P1005,HD Webcam,3,2023-12-08,65.0,10276,Germany,195.0
116333,P1006,Bluetooth Speaker,3,2024-01-03,55.0,10874,UAE,165.0
116333,P1004,Noise Cancelling Headphones,4,2024-05-23,120.0,11647,Germany,480.0
116334,P1007,Gaming Mousepad,5,2024-01-21,18.75,11356,France,93.75
116334,P1002,USB Keyboard,5,2024-10-07,25.5,11139,France,127.5
116334,P1006,Bluetooth Speaker,5,2024-11-08,55.0,10068,Singapore,275.0
116335,P1009,USB-C Hub,1,2024-10-07,45.0,11655,India,45.0
116335,P1010,Ergonomic Chair Cushion,1,2024-06-29,30.0,11368,United Kingdom,30.0
116336,P1005,HD Webcam,5,2023-08-21,65.0,11974,India,325.0
116336,P1004,Noise Cancelling Headphones,1,2024-04-28,120.0,10749,Germany,120.0
116336,P1009,USB-C Hub,5,2023-05-14,45.0,10779,USA,225.0
116337,P1006,Bluetooth Speaker,3,2024-10-01,55.0,11220,India,165.0
116338,P1004,Noise Cancelling Headphones,3,2023-11-11,120.0,11675,India,360.0
116338,P1001,Wireless Mouse,1,2023-02-09,15.99,10128,USA,15.99
116338,P1009,USB-C Hub,3,2024-06-11,45.0,10688,UAE,135.0
116339,P1010,Ergonomic Chair Cushion,3,2024-07-31,30.0,10028,United Kingdom,90.0
116340,P1003,Laptop Stand,4,2024-06-05,35.0,11881,USA,140.0
116340,P1006,Bluetooth Speaker,4,2023-12-04,55.0,11584,UAE,220.0
116340,P1001,Wireless Mouse,5,2023-06-07,15.99,10912,Germany,79.95
116340,P1006,Bluetooth Speaker,2,2024-11-03,55.0,10098,France,110.0
116341,P1003,Laptop Stand,2,2023-03-09,35.0,11954,United Kingdom,70.0
116341,P1003,Laptop Stand,4,2024-07-04,35.0,11854,Singapore,140.0
116341,P1007,Gaming Mousepad,5,2024-05-30,18.75,11667,France,93.75
116341,P1009,USB-C Hub,4,2023-11-16,45.0,11684,France,180.0
116342,P1006,Bluetooth Speaker,3,2023-04-10,55.0,10546,UAE,165.0
116342,P1001,Wireless Mouse,5,2023-01-25,15.99,11017,Singapore,79.95
116343,P1009,USB-C Hub,5,2024-06-10,45.0,10694,USA,225.0
116343,P1005,HD Webcam,2,2024-04-02,65.0,10712,Germany,130.0
116344,P1002,USB Keyboard,2,2024-10-07,25.5,11509,Germany,51.0
116344,P1003,Laptop Stand,2,2024-08-03,35.0,11588,Singapore,70.0
116344,P1005,HD Webcam,1,2023-03-17,65.0,10327,Germany,65.0
116344,P1002,USB Keyboard,3,2023-06-20,25.5,11155,USA,76.5
116345,P1003,Laptop Stand,3,2024-03-10,35.0,11456,India,105.0
116345,P1008,External SSD 1TB,3,2024-04-06,140.0,10711,Netherlands,420.0
116345,P1006,Bluetooth Speaker,3,2023-07-02,55.0,10790,United Kingdom,165.0
116346,P1002,USB Keyboard,3,2024-01-22,25.5,11256,France,76.5
116346,P1002,USB Keyboard,3,2023-05-18,25.5,11833,UAE,76.5
116346,P1001,Wireless Mouse,1,2023-01-24,15.99,11780,USA,15.99
116347,P1007,Gaming Mousepad,5,2024-01-10,18.75,11217,France,93.75
116347,P1006,Bluetooth Speaker,2,2024-08-18,55.0,10931,France,110.0
116347,P1006,Bluetooth Speaker,2,2023-09-06,55.0,11485,France,110.0
116348,P1005,HD Webcam,2,2023-03-07,65.0,10227,United Kingdom,130.0
116348,P1003,Laptop Stand,3,2024-12-18,35.0,10661,Singapore,105.0
116348,P1008,External SSD 1TB,2,2024-10-11,140.0,11518,UAE,280.0
116348,P1003,Laptop Stand,1,2024-05-12,35.0,11184,Singapore,35.0
116349,P1005,HD Webcam,3,2024-02-29,65.0,11382,UAE,195.0
116350,P1008,External SSD 1TB,3,2024-10-22,140.0,11715,Singapore,420.0
116350,P1003,Laptop Stand,1,2024-11-23,35.0,10662,Netherlands,35.0
116351,P1005,HD Webcam,5,2023-07-16,65.0,10918,USA,325.0
116352,P1006,Bluetooth Speaker,1,2024-07-22,55.0,11420,Netherlands,55.0
116352,P1001,Wireless Mouse,1,2023-02-19,15.99,11664,United Kingdom,15.99
116352,P1002,USB Keyboard,1,2023-07-19,25.5,11383,Netherlands,25.5
116352,P1007,Gaming Mousepad,5,2023-05-16,18.75,11148,France,93.75
116353,P1009,USB-C Hub,2,2024-12-20,45.0,11953,India,90.0
116354,P1010,Ergonomic Chair Cushion,1,2024-01-31,30.0,11573,USA,30.0
116354,P1004,Noise Cancelling Headphones,3,2024-04-23,120.0,11431,Singapore,360.0
116354,P1005,HD Webcam,2,2024-09-29,65.0,11508,USA,130.0
116355,P1004,Noise Cancelling Headphones,2,2024-11-08,120.0,10064,Germany,240.0
116355,P1003,Laptop Stand,4,2024-09-08,35.0,10068,United Kingdom,140.0
116355,P1010,Ergonomic Chair Cushion,1,2023-03-15,30.0,10134,USA,30.0
116356,P1002,USB Keyboard,2,2023-06-03,25.5,10061,Netherlands,51.0
116357,P1003,Laptop Stand,3,2024-01-29,35.0,10539,USA,105.0
116357,P1002,USB Keyboard,5,2024-11-27,25.5,10512,France,127.5
116357,P1008,External SSD 1TB,5,2023-02-18,140.0,10396,India,700.0
116357,P1001,Wireless Mouse,2,2024-08-08,15.99,11330,UAE,31.98
116358,P1005,HD Webcam,5,2024-04-28,65.0,10710,France,325.0
116359,P1001,Wireless Mouse,4,2024-02-03,15.99,11531,Singapore,63.96
116359,P1005,HD Webcam,5,2023-02-11,65.0,10177,India,325.0
116359,P1003,Laptop Stand,5,2023-09-03,35.0,10749,Singapore,175.0
116360,P1009,USB-C Hub,5,2023-10-04,45.0,11980,India,225.0
116360,P1001,Wireless Mouse,3,2023-01-27,15.99,10567,France,47.97
116360,P1010,Ergonomic Chair Cushion,4,2023-03-21,30.0,11173,Singapore,120.0
116361,P1001,Wireless Mouse,4,2023-03-04,15.99,11204,Netherlands,63.96
116361,P1008,External SSD 1TB,5,2023-06-28,140.0,11812,United Kingdom,700.0
116361,P1003,Laptop Stand,2,2024-11-02,35.0,10764,France,70.0
116361,P1007,Gaming Mousepad,3,2024-06-07,18.75,10143,France,56.25
116362,P1010,Ergonomic Chair Cushion,2,2024-02-12,30.0,10825,USA,60.0
116363,P1005,HD Webcam,1,2024-08-07,65.0,10076,Netherlands,65.0
116363,P1002,USB Keyboard,3,2023-06-20,25.5,11166,United Kingdom,76.5
116363,P1007,Gaming Mousepad,5,2024-08-27,18.75,10744,United Kingdom,93.75
116364,P1007,Gaming Mousepad,3,2023-03-16,18.75,11640,UAE,56.25
116364,P1003,Laptop Stand,3,2023-12-26,35.0,11460,India,105.0
116364,P1006,Bluetooth Speaker,2,2023-10-10,55.0,10243,Singapore,110.0
116365,P1005,HD Webcam,1,2024-07-27,65.0,11171,USA,65.0
116366,P1001,Wireless Mouse,3,2024-01-06,15.99,11135,Germany,47.97
116367,P1001,Wireless Mouse,1,2024-12-14,15.99,11118,Germany,15.99
116367,P1002,USB Keyboard,1,2024-06-09,25.5,10308,USA,25.5
116368,P1007,Gaming Mousepad,2,2024-05-19,18.75,11302,United Kingdom,37.5
116368,P1003,Laptop Stand,2,2023-11-08,35.0,11492,Germany,70.0
116368,P1009,USB-C Hub,5,2023-01-02,45.0,11532,France,225.0
116368,P1003,Laptop Stand,5,2023-11-21,35.0,10622,Singapore,175.0
116369,P1010,Ergonomic Chair Cushion,3,2024-06-13,30.0,10244,France,90.0
116369,P1004,Noise Cancelling Headphones,5,2023-12-27,120.0,10594,Germany,600.0
116369,P1008,External SSD 1TB,2,2023-12-26,140.0,11208,Netherlands,280.0
116369,P1004,Noise Cancelling Headphones,5,2023-11-17,120.0,10531,Singapore,600.0
116370,P1007,Gaming Mousepad,5,2024-03-24,18.75,10886,India,93.75
116371,P1005,HD Webcam,5,2024-03-29,65.0,11054,India,325.0
116371,P1006,Bluetooth Speaker,1,2024-03-18,55.0,10119,USA,55.0
116371,P1008,External SSD 1TB,5,2024-11-02,140.0,11839,USA,700.0
116371,P1004,Noise Cancelling Headphones,2,2023-02-12,120.0,10520,Singapore,240.0
116372,P1006,Bluetooth Speaker,1,2023-08-27,55.0,10644,USA,55.0
116372,P1010,Ergonomic Chair Cushion,5,2024-10-30,30.0,11382,USA,150.0
116372,P1002,USB Keyboard,5,2024-08-03,25.5,10118,USA,127.5
116373,P1009,USB-C Hub,2,2024-01-20,45.0,10269,United Kingdom,90.0
116374,P1009,USB-C Hub,3,2023-04-05,45.0,11395,Netherlands,135.0
116375,P1010,Ergonomic Chair Cushion,2,2024-01-19,30.0,11904,UAE,60.0
116376,P1010,Ergonomic Chair Cushion,4,2024-09-28,30.0,11702,Germany,120.0
116376,P1006,Bluetooth Speaker,2,2023-10-19,55.0,11840,UAE,110.0
116377,P1006,Bluetooth Speaker,3,2023-03-05,55.0,10265,India,165.0
116377,P1010,Ergonomic Chair Cushion,2,2023-08-13,30.0,10159,Singapore,60.0
116377,P1007,Gaming Mousepad,1,2023-11-26,18.75,11727,UAE,18.75
116377,P1004,Noise Cancelling Headphones,1,2023-06-04,120.0,10359,United Kingdom,120.0
116378,P1007,Gaming Mousepad,2,2023-05-09,18.75,10325,USA,37.5
116378,P1010,Ergonomic Chair Cushion,1,2023-01-29,30.0,11979,India,30.0
116379,P1001,Wireless Mouse,3,2024-08-16,15.99,10410,Singapore,47.97
116379,P1007,Gaming Mousepad,4,2024-12-29,18.75,10117,France,75.0
116379,P1001,Wireless Mouse,4,2024-03-29,15.99,10641,USA,63.96
116380,P1008,External SSD 1TB,3,2023-10-15,140.0,11912,Germany,420.0
116380,P1010,Ergonomic Chair Cushion,5,2024-10-03,30.0,10979,USA,150.0
116380,P1006,Bluetooth Speaker,5,2024-02-12,55.0,11875,USA,275.0
116380,P1001,Wireless Mouse,4,2023-05-24,15.99,11960,France,63.96
116381,P1001,Wireless Mouse,1,2024-12-21,15.99,10562,UAE,15.99
116381,P1004,Noise Cancelling Headphones,1,2024-07-17,120.0,10322,USA,120.0
116382,P1007,Gaming Mousepad,5,2023-10-09,18.75,10480,United Kingdom,93.75
116383,P1005,HD Webcam,4,2024-05-27,65.0,11468,Netherlands,260.0
116383,P1005,HD Webcam,2,2024-10-25,65.0,10775,USA,130.0
116384,P1008,External SSD 1TB,2,2024-06-23,140.0,11285,Singapore,280.0
116385,P1002,USB Keyboard,1,2023-02-02,25.5,10184,Netherlands,25.5
116385,P1004,Noise Cancelling Headphones,3,2023-08-18,120.0,11260,United Kingdom,360.0
116386,P1004,Noise Cancelling Headphones,5,2024-03-09,120.0,10055,Netherlands,600.0
116386,P1008,External SSD 1TB,1,2023-05-19,140.0,10789,Singapore,140.0
116387,P1006,Bluetooth Speaker,3,2024-07-27,55.0,10122,Germany,165.0
116387,P1010,Ergonomic Chair Cushion,3,2023-09-13,30.0,10717,India,90.0
116388,P1009,USB-C Hub,5,2023-04-10,45.0,10857,France,225.0
116389,P1010,Ergonomic Chair Cushion,3,2023-12-01,30.0,11519,Singapore,90.0
116389,P1009,USB-C Hub,3,2024-10-07,45.0,10874,Singapore,135.0
116390,P1004,Noise Cancelling Headphones,5,2023-01-10,120.0,10817,India,600.0
116390,P1010,Ergonomic Chair Cushion,4,2023-11-26,30.0,10619,UAE,120.0
116390,P1007,Gaming Mousepad,2,2023-02-18,18.75,11827,France,37.5
116390,P1003,Laptop Stand,4,2024-02-17,35.0,11011,India,140.0
116391,P1006,Bluetooth Speaker,2,2023-04-25,55.0,10036,Singapore,110.0
116391,P1001,Wireless Mouse,2,2024-11-08,15.99,11126,Germany,31.98
116391,P1005,HD Webcam,5,2023-11-07,65.0,10103,Germany,325.0
116391,P1006,Bluetooth Speaker,4,2023-03-18,55.0,10749,Germany,220.0
116392,P1005,HD Webcam,5,2024-04-05,65.0,10445,UAE,325.0
116392,P1007,Gaming Mousepad,4,2024-08-14,18.75,10754,France,75.0
116392,P1004,Noise Cancelling Headphones,3,2024-08-18,120.0,11820,Germany,360.0
116392,P1005,HD Webcam,1,2023-05-26,65.0,10832,United Kingdom,65.0
116393,P1004,Noise Cancelling Headphones,4,2023-07-13,120.0,11505,India,480.0
116394,P1009,USB-C Hub,4,2023-03-22,45.0,11484,United Kingdom,180.0
116395,P1002,USB Keyboard,3,2023-11-16,25.5,11158,UAE,76.5
116395,P1001,Wireless Mouse,3,2024-05-01,15.99,11800,Singapore,47.97
116395,P1004,Noise Cancelling Headphones,2,2023-07-26,120.0,10371,UAE,240.0
116395,P1006,Bluetooth Speaker,1,2023-05-09,55.0,11104,UAE,55.0
116396,P1010,Ergonomic Chair Cushion,1,2024-09-04,30.0,10853,USA,30.0
116396,P1008,External SSD 1TB,1,2024-03-28,140.0,10650,United Kingdom,140.0
116396,P1004,Noise Cancelling Headphones,4,2024-10-13,120.0,11000,Germany,480.0
116396,P1001,Wireless Mouse,4,2024-01-28,15.99,11852,United Kingdom,63.96
116397,P1009,USB-C Hub,5,2023-05-24,45.0,10131,United Kingdom,225.0
116397,P1003,Laptop Stand,2,2024-07-06,35.0,11469,India,70.0
116397,P1006,Bluetooth Speaker,3,2024-05-11,55.0,11598,USA,165.0
116397,P1010,Ergonomic Chair Cushion,3,2024-10-23,30.0,10807,France,90.0
116398,P1008,External SSD 1TB,3,2024-02-02,140.0,10989,USA,420.0
116398,P1005,HD Webcam,5,2023-12-17,65.0,11556,USA,325.0
116398,P1007,Gaming Mousepad,5,2024-07-14,18.75,10337,India,93.75
116399,P1010,Ergonomic Chair Cushion,4,2023-11-08,30.0,11048,India,120.0
116399,P1009,USB-C Hub,5,2023-09-03,45.0,11833,France,225.0
116399,P1001,Wireless Mouse,5,2024-01-08,15.99,11490,USA,79.95
116399,P1008,External SSD 1TB,3,2023-04-22,140.0,10048,France,420.0
116400,P1002,USB Keyboard,5,2024-01-22,25.5,10028,United Kingdom,127.5
116400,P1001,Wireless Mouse,2,2023-12-02,15.99,10188,India,31.98
116401,P1004,Noise Cancelling Headphones,5,2024-11-02,120.0,10591,Singapore,600.0
116401,P1006,Bluetooth Speaker,1,2023-04-25,55.0,10265,UAE,55.0
116401,P1008,External SSD 1TB,5,2024-08-31,140.0,11064,Netherlands,700.0
116402,P1001,Wireless Mouse,4,2023-02-06,15.99,10429,Germany,63.96
116402,P1001,Wireless Mouse,2,2024-04-05,15.99,11126,Singapore,31.98
116402,P1010,Ergonomic Chair Cushion,5,2024-10-08,30.0,11909,India,150.0
116403,P1002,USB Keyboard,4,2024-08-25,25.5,10864,Singapore,102.0
116404,P1009,USB-C Hub,2,2023-02-27,45.0,11008,USA,90.0
116404,P1004,Noise Cancelling Headphones,5,2024-08-30,120.0,11978,United Kingdom,600.0
116405,P1007,Gaming Mousepad,2,2023-05-28,18.75,11493,United Kingdom,37.5
116406,P1003,Laptop Stand,1,2023-02-04,35.0,10964,Singapore,35.0
116407,P1001,Wireless Mouse,3,2024-08-11,15.99,11081,Germany,47.97
116407,P1001,Wireless Mouse,5,2023-07-29,15.99,11539,Germany,79.95
116408,P1009,USB-C Hub,2,2023-10-02,45.0,11320,France,90.0
116409,P1004,Noise Cancelling Headphones,4,2024-10-12,120.0,10016,India,480.0
116409,P1003,Laptop Stand,1,2024-07-17,35.0,10565,Germany,35.0
116410,P1005,HD Webcam,3,2023-07-04,65.0,11516,USA,195.0
116410,P1001,Wireless Mouse,4,2023-11-04,15.99,10622,UAE,63.96
116411,P1003,Laptop Stand,1,2024-10-14,35.0,11145,United Kingdom,35.0
116412,P1004,Noise Cancelling Headphones,5,2024-08-10,120.0,11983,Netherlands,600.0
116412,P1006,Bluetooth Speaker,4,2024-11-24,55.0,11883,Germany,220.0
116412,P1009,USB-C Hub,2,2023-12-15,45.0,11326,Singapore,90.0
116412,P1003,Laptop Stand,1,2023-01-07,35.0,10718,USA,35.0
116413,P1004,Noise Cancelling Headphones,1,2023-05-27,120.0,10967,United Kingdom,120.0
116414,P1005,HD Webcam,5,2023-05-14,65.0,11660,USA,325.0
116414,P1008,External SSD 1TB,1,2023-11-27,140.0,10822,Singapore,140.0
116414,P1009,USB-C Hub,3,2024-11-12,45.0,10119,India,135.0
116415,P1003,Laptop Stand,2,2024-01-27,35.0,11510,UAE,70.0
116416,P1003,Laptop Stand,5,2024-05-02,35.0,11576,Singapore,175.0
116416,P1007,Gaming Mousepad,3,2024-09-07,18.75,11676,UAE,56.25
116417,P1009,USB-C Hub,5,2023-12-26,45.0,10467,Germany,225.0
116417,P1001,Wireless Mouse,5,2024-04-08,15.99,11914,United Kingdom,79.95
116417,P1001,Wireless Mouse,2,2023-06-07,15.99,10817,Netherlands,31.98
116418,P1002,USB Keyboard,1,2023-08-15,25.5,11191,Germany,25.5
116418,P1006,Bluetooth Speaker,5,2024-11-10,55.0,10057,UAE,275.0
116419,P1003,Laptop Stand,4,2024-01-15,35.0,10672,Netherlands,140.0
116419,P1008,External SSD 1TB,2,2024-08-02,140.0,10287,France,280.0
116419,P1005,HD Webcam,2,2024-02-15,65.0,10977,India,130.0
116419,P1003,Laptop Stand,4,2023-04-17,35.0,11836,Singapore,140.0
116420,P1008,External SSD 1TB,2,2024-02-02,140.0,11492,UAE,280.0
